Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Minnesota Timberwolves,0-2,0-2,0-2,1-1,0-2,0-3,0-4,0-2,1-3,0-3,1-1,3-1,0-3,2-2,1-1,1-1,,1-1,1-3,1-1,1-1,1-1,2-2,0-4,2-1,0-4,1-3,0-2,2-2,0-2
New Jersey Nets,3-1,0-4,3-1,2-1,3-1,1-1,0-2,0-3,1-1,0-2,2-2,0-2,1-1,0-2,2-1,4-0,1-1,,0-2,1-3,1-3,2-2,0-2,1-1,0-2,0-2,2-0,1-3,1-1,2-1
New Orleans Hornets,2-0,1-1,2-0,2-0,2-0,2-2,2-1,0-2,2-1,2-2,1-1,4-0,2-2,4-0,2-0,2-0,3-1,2-0,,2-0,1-1,2-0,4-0,2-2,1-2,2-2,3-0,1-1,1-3,0-2
New York Knicks,0-4,0-4,2-1,2-2,1-2,0-2,1-1,2-2,0-2,0-2,0-4,0-2,0-2,0-2,3-1,2-1,1-1,3-1,0-2,,1-3,1-3,0-2,0-2,0-2,0-2,0-2,1-3,1-1,2-1
Orlando Magic,2-2,2-1,3-1,4-0,3-1,0-2,1-1,2-2,1-1,1-1,2-1,2-0,1-1,1-1,4-0,2-1,1-1,3-1,1-1,3-1,,3-1,0-2,2-0,1-1,0-2,2-0,2-1,0-2,3-1
Philadelphia 76ers,1-3,1-3,2-1,3-1,1-2,1-1,1-1,2-2,0-2,2-0,0-3,2-0,0-2,2-0,3-0,3-1,1-1,2-2,0-2,3-1,1-3,,1-1,1-1,1-1,1-1,2-0,1-3,0-2,2-2
Phoenix Suns,1-1,1-1,2-0,2-0,2-0,1-2,2-2,0-2,2-2,2-2,2-0,3-1,1-3,3-0,1-1,2-0,2-2,2-0,0-4,2-0,2-0,1-1,,3-0,4-0,3-1,4-0,2-0,1-2,2-0
Portland Trail Blazers,2-0,0-2,0-2,2-0,0-2,2-2,2-2,1-1,2-2,0-4,0-2,3-0,2-2,3-0,2-0,2-0,4-0,1-1,2-2,2-0,0-2,1-1,0-3,,1-3,0-3,2-2,1-1,3-1,1-1
Sacramento Kings,1-1,0-2,2-0,1-1,0-2,1-2,1-2,2-0,1-3,2-2,1-1,1-3,1-3,2-2,1-1,2-0,1-2,2-0,2-1,2-0,1-1,1-1,0-4,3-1,,1-3,3-1,1-1,2-2,0-2
San Antonio Spurs,2-0,0-2,2-0,2-0,1-1,3-1,2-2,0-2,1-2,2-2,2-0,3-0,2-2,3-1,2-0,2-0,4-0,2-0,2-2,2-0,2-0,1-1,1-3,3-0,3-1,,2-1,1-1,2-2,2-0
Seattle SuperSonics,1-1,0-2,0-2,0-2,1-1,1-3,1-3,0-2,1-2,0-4,1-1,1-2,0-4,1-3,1-1,1-1,3-1,0-2,0-3,2-0,0-2,0-2,0-4,2-2,1-3,1-2,,1-1,0-4,0-2
Toronto Raptors,2-1,1-3,2-2,2-1,1-3,1-1,0-2,1-3,0-2,1-1,3-1,1-1,0-2,2-0,4-0,2-1,2-0,3-1,1-1,3-1,1-2,3-1,0-2,1-1,1-1,1-1,1-1,,0-2,1-3
Utah Jazz,1-1,1-1,1-1,1-1,1-1,2-2,3-1,2-0,3-0,2-1,1-1,3-1,1-3,3-0,1-1,2-0,2-2,1-1,3-1,1-1,2-0,2-0,2-1,1-3,2-2,2-2,4-0,2-0,,2-0
Washington Wizards,2-2,3-1,3-1,2-1,2-2,2-0,0-2,1-2,0-2,0-2,2-2,2-0,0-2,1-1,4-0,2-2,2-0,1-2,2-0,1-2,1-3,2-2,0-2,1-1,2-0,0-2,2-0,3-1,0-2,
