Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Houston Rockets,2-0,2-0,1-1,1-0,1-1,1-0,1-1,2-2,0-1,2-1,,1-0,2-2,1-1,2-1,1-1,0-1,4-0,3-1,1-1,1-2,1-1,1-0,2-1,1-2,1-1,1-1,1-0,2-1,1-0
Indiana Pacers,2-1,1-1,2-1,4-0,3-1,2-1,1-1,1-1,1-3,1-0,0-1,,0-1,1-0,2-0,0-2,1-3,2-0,0-2,2-1,2-0,2-0,2-1,1-0,1-1,1-0,1-0,1-3,1-1,1-0
Los Angeles Clippers,1-1,1-1,,0-1,1-0,2-0,2-0,1-1,1-0,3-0,2-2,1-0,,2-1,2-1,2-0,0-2,2-1,2-1,1-0,2-1,2-0,1-1,2-1,2-0,1-2,3-1,2-0,1-2,2-0
Los Angeles Lakers,2-0,1-1,1-1,1-0,1-0,1-0,3-1,2-1,1-0,3-0,1-1,0-1,1-2,,3-1,2-0,1-1,1-0,4-0,2-0,3-0,1-1,1-1,3-0,2-1,2-0,3-0,0-1,2-0,1-0
Memphis Grizzlies,2-0,0-1,2-0,0-2,2-0,1-1,1-2,1-2,2-0,2-1,1-2,0-2,1-2,1-3,,1-1,0-1,3-0,0-2,1-0,1-1,0-2,0-1,3-1,1-0,1-3,2-1,,1-2,2-0
Miami Heat,3-1,0-2,2-1,2-0,1-1,3-1,2-0,0-1,1-0,2-0,1-1,2-0,0-2,0-2,1-1,,2-0,0-2,1-1,1-1,1-0,3-1,3-1,1-0,1-1,1-1,1-1,2-0,1-1,3-1
Milwaukee Bucks,3-0,1-1,1-0,4-0,3-0,3-0,0-1,0-2,3-0,1-0,1-0,3-1,2-0,1-1,1-0,0-2,,2-0,2-0,3-0,2-0,4-0,2-1,1-1,2-0,2-0,1-1,2-0,1-1,2-0
Minnesota Timberwolves,1-1,0-1,2-0,1-1,1-1,1-1,0-3,0-4,1-0,2-1,0-4,0-2,1-2,0-1,0-3,2-0,0-2,,1-2,,0-3,0-2,0-1,0-2,1-1,1-2,2-0,0-2,1-2,1-1
New Orleans Pelicans,,1-1,0-2,2-0,1-0,2-0,0-4,2-1,1-1,2-2,1-3,2-0,1-2,0-4,2-0,1-1,0-2,2-1,,1-0,0-4,0-1,0-1,1-1,4-0,1-0,0-1,0-2,1-2,
New York Knicks,2-1,0-3,2-2,2-1,0-3,3-1,2-0,0-2,2-1,1-0,1-1,1-2,0-1,0-2,0-1,1-1,0-3,,0-1,,0-1,1-1,0-4,0-2,1-1,1-1,0-2,0-2,0-2,1-3
Oklahoma City Thunder,1-0,1-1,1-0,2-0,1-0,2-0,1-1,1-1,2-0,3-0,2-1,0-2,1-2,0-3,1-1,0-1,0-2,3-0,4-0,1-0,,2-0,1-1,2-0,2-2,2-1,2-2,1-1,1-1,0-1
Orlando Magic,2-2,0-2,2-0,1-0,2-0,3-0,0-2,0-2,1-1,1-1,1-1,0-2,0-2,1-1,2-0,1-3,0-4,2-0,1-0,1-1,0-2,,2-0,1-1,0-2,1-0,1-1,0-3,0-2,4-0
Philadelphia 76ers,2-1,3-1,3-1,2-0,1-0,3-1,0-2,1-1,3-0,1-1,0-1,1-2,1-1,1-1,1-0,1-3,1-2,1-0,1-0,4-0,1-1,0-2,,0-1,1-0,2-0,1-0,1-2,1-1,1-1
Phoenix Suns,1-1,1-1,1-1,1-0,2-0,,1-1,0-4,0-2,2-2,1-2,0-1,1-2,0-3,1-3,0-1,1-1,2-0,1-1,2-0,0-2,1-1,1-0,,2-2,2-2,1-2,0-2,1-1,0-1
Portland Trail Blazers,1-1,0-1,0-1,2-0,1-0,0-1,1-2,0-3,1-0,2-1,2-1,1-1,0-2,1-2,0-1,1-1,0-2,1-1,0-4,1-1,2-2,2-0,0-1,2-2,,2-2,2-1,1-1,1-2,2-0
Sacramento Kings,1-0,1-1,0-1,1-1,0-2,,1-2,1-2,1-1,3-0,1-1,0-1,2-1,0-2,3-1,1-1,0-2,2-1,0-1,1-1,1-2,0-1,0-2,2-2,2-2,,1-1,0-2,1-2,2-0
San Antonio Spurs,0-2,1-1,1-1,0-1,2-0,0-2,1-3,0-1,1-1,2-0,1-1,0-1,1-3,0-3,1-2,1-1,1-1,0-2,1-0,2-0,2-2,1-1,0-1,2-1,1-2,1-1,,1-1,2-0,1-1
Toronto Raptors,3-0,1-2,3-1,3-0,2-1,3-0,1-1,0-1,3-0,1-0,0-1,3-1,0-2,1-0,,0-2,0-2,2-0,2-0,2-0,1-1,3-0,2-1,2-0,1-1,2-0,1-1,,2-0,2-0
Utah Jazz,1-0,1-1,2-0,1-0,2-0,1-0,2-0,0-2,2-0,4-0,1-2,1-1,2-1,0-2,2-1,1-1,1-1,2-1,2-1,2-0,1-1,2-0,1-1,1-1,2-1,2-1,0-2,0-2,,2-0
Washington Wizards,2-1,1-1,2-0,1-3,2-1,1-2,1-1,1-1,3-1,1-1,0-1,0-1,0-2,0-1,0-2,1-3,0-2,1-1,,3-1,1-0,0-4,1-1,1-0,0-2,0-2,1-1,0-2,0-2,
