Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Indiana Pacers,0-4,1-3,2-2,2-2,1-3,0-2,0-2,1-3,2-0,1-1,,2-0,1-1,1-1,2-1,2-2,1-1,2-1,2-0,2-2,3-0,2-1,0-2,2-0,2-0,0-2,1-1,2-2,2-0,2-2
Los Angeles Clippers,2-0,1-1,2-0,1-1,1-1,1-3,3-1,0-2,3-1,2-2,0-2,,2-2,1-3,1-1,2-0,3-1,1-1,1-2,2-0,2-0,1-1,2-2,3-0,0-4,1-2,3-1,2-0,2-1,2-0
Los Angeles Lakers,1-1,1-1,1-1,1-1,1-1,2-1,2-1,1-1,4-0,2-1,1-1,2-2,,1-3,1-1,2-0,1-3,0-2,3-1,2-0,2-0,1-1,1-3,2-2,2-2,1-3,2-1,2-0,2-2,1-1
Memphis Grizzlies,2-0,1-1,2-0,1-1,1-1,1-3,1-2,0-2,3-0,4-0,1-1,3-1,3-1,,0-2,1-1,3-1,1-1,1-3,2-0,2-0,0-2,2-1,2-1,2-2,0-4,3-1,2-0,3-1,2-0
Miami Heat,3-1,3-1,4-0,2-1,2-2,0-2,0-2,1-3,1-1,2-0,1-2,1-1,1-1,2-0,,3-1,1-1,1-3,1-1,3-0,2-2,3-0,0-2,2-0,2-0,0-2,2-0,3-1,2-0,4-0
Milwaukee Bucks,3-1,3-0,3-0,2-2,1-3,1-1,1-1,1-3,1-1,0-2,2-2,0-2,0-2,1-1,1-3,,1-1,1-3,1-1,3-1,2-2,3-1,1-1,2-0,0-2,1-1,1-1,2-1,0-2,2-1
Minnesota Timberwolves,1-1,1-1,1-1,1-1,1-1,1-2,1-3,0-2,2-2,2-2,1-1,1-3,3-1,1-3,1-1,1-1,,1-1,1-2,2-0,1-1,0-2,1-2,2-2,2-1,0-4,2-2,0-2,1-3,1-1
New Jersey Nets,3-1,3-1,3-1,1-2,2-2,1-1,2-0,2-2,1-1,1-1,1-2,1-1,2-0,1-1,3-1,3-1,1-1,,2-0,3-1,3-0,1-3,1-1,1-1,0-2,0-2,1-1,3-1,1-1,2-1
New Orleans/Oklahoma City Hornets,1-1,0-2,2-0,1-1,0-2,0-4,1-2,0-2,2-1,3-1,0-2,2-1,1-3,3-1,1-1,1-1,2-1,0-2,,2-0,1-1,1-1,1-3,3-1,2-2,1-3,3-1,2-0,1-3,1-1
New York Knicks,2-2,1-3,0-3,1-2,2-1,1-1,0-2,1-3,0-2,0-2,2-2,0-2,0-2,0-2,0-3,1-3,0-2,1-3,0-2,,1-3,1-3,1-1,1-1,1-1,0-2,2-0,1-3,2-0,1-3
Orlando Magic,2-2,3-1,3-1,1-3,1-3,1-1,1-1,1-2,1-1,1-1,0-3,0-2,0-2,0-2,2-2,2-2,1-1,0-3,1-1,3-1,,3-1,1-1,1-1,1-1,1-1,1-1,1-2,1-1,2-2
Philadelphia 76ers,2-1,1-3,1-3,2-2,2-2,1-1,1-1,0-3,1-1,1-1,1-2,1-1,1-1,2-0,0-3,1-3,2-0,3-1,1-1,3-1,1-3,,0-2,1-1,2-0,1-1,1-1,3-1,0-2,2-2
Phoenix Suns,2-0,2-0,2-0,2-0,1-1,2-2,3-1,0-2,3-1,3-0,2-0,2-2,3-1,1-2,2-0,1-1,2-1,1-1,3-1,1-1,1-1,2-0,,3-1,2-2,1-3,2-2,2-0,2-1,1-1
Portland Trail Blazers,2-0,0-2,1-1,1-1,1-1,0-4,0-4,0-2,0-4,1-2,0-2,0-3,2-2,1-2,0-2,0-2,2-2,1-1,1-3,1-1,1-1,1-1,1-3,,1-2,0-4,1-3,1-1,0-4,1-1
Sacramento Kings,2-0,1-1,1-1,2-0,1-1,1-2,3-1,0-2,2-2,2-2,0-2,4-0,2-2,2-2,0-2,2-0,1-2,2-0,2-2,1-1,1-1,0-2,2-2,2-1,,1-2,3-1,1-1,3-1,0-2
San Antonio Spurs,1-1,2-0,2-0,1-1,1-1,2-2,2-2,0-2,4-0,4-0,2-0,2-1,3-1,4-0,2-0,1-1,4-0,2-0,3-1,2-0,1-1,1-1,3-1,4-0,2-1,,2-1,2-0,3-0,1-1
Seattle SuperSonics,2-0,2-0,1-1,2-0,1-1,0-3,2-2,0-2,1-2,1-3,1-1,1-3,1-2,1-3,0-2,1-1,2-2,1-1,1-3,0-2,1-1,1-1,2-2,3-1,1-3,1-2,,1-1,3-1,1-1
Toronto Raptors,3-1,1-3,3-1,0-4,0-3,0-2,0-2,1-3,0-2,2-0,2-2,0-2,0-2,0-2,1-3,1-2,2-0,1-3,0-2,3-1,2-1,1-3,0-2,1-1,1-1,0-2,1-1,,0-2,1-2
Utah Jazz,2-0,0-2,1-1,1-1,0-2,1-3,3-1,2-0,3-1,2-1,0-2,1-2,2-2,1-3,0-2,2-0,3-1,1-1,3-1,0-2,1-1,2-0,1-2,4-0,1-3,0-3,1-3,2-0,,1-1
Washington Wizards,3-1,3-1,3-1,1-3,3-1,0-2,1-1,3-0,2-0,0-2,2-2,0-2,1-1,0-2,0-4,1-2,1-1,1-2,1-1,3-1,2-2,2-2,1-1,1-1,2-0,1-1,1-1,2-1,1-1,
