Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Indiana Pacers,1-3,1-3,2-2,2-2,1-3,0-2,1-1,2-2,1-1,2-0,,1-1,1-1,1-1,2-1,2-2,1-1,2-1,0-2,1-2,2-0,1-3,2-2,1-1,0-2,2-0,0-2,2-2,0-2,2-1
Los Angeles Clippers,1-1,1-1,0-2,0-2,0-2,1-3,0-4,0-2,1-3,1-3,1-1,,0-4,1-2,1-1,1-1,1-2,1-1,0-3,2-0,3-1,0-2,0-2,0-4,1-3,1-3,0-4,0-2,0-3,1-1
Los Angeles Lakers,1-1,2-0,0-2,2-0,2-0,3-0,3-1,1-1,4-0,4-0,1-1,4-0,,4-0,1-1,2-0,4-0,2-0,3-1,2-0,3-0,0-2,1-1,3-1,2-2,3-1,2-1,2-0,2-1,2-0
Memphis Grizzlies,1-1,0-2,0-2,1-1,0-2,2-2,0-3,1-1,3-0,2-2,1-1,2-1,0-4,,1-1,1-1,0-3,0-2,1-3,0-2,1-3,1-1,0-2,1-3,0-4,2-2,0-4,1-1,0-4,2-0
Miami Heat,1-3,1-3,3-1,3-1,1-3,0-2,0-2,3-1,2-0,0-2,1-2,1-1,1-1,1-1,,2-1,1-1,3-1,0-2,2-1,2-0,1-3,2-2,2-0,0-2,2-0,1-1,1-2,2-0,4-0
Milwaukee Bucks,1-3,1-2,3-1,1-3,0-4,1-1,1-1,1-3,1-1,1-1,2-2,1-1,0-2,1-1,1-2,,0-2,2-2,0-2,3-1,2-0,1-3,0-3,0-2,0-2,2-0,2-0,2-2,1-1,3-0
Minnesota Timberwolves,0-2,0-2,1-1,2-0,0-2,0-4,0-4,1-1,2-2,0-4,1-1,2-1,0-4,3-0,1-1,2-0,,1-1,1-2,1-1,2-2,0-2,1-1,1-2,0-4,1-3,0-4,0-2,1-3,0-2
New Jersey Nets,3-1,0-4,2-1,1-3,0-3,1-1,1-1,2-2,0-2,0-2,1-2,1-1,0-2,2-0,1-3,2-2,1-1,,0-2,2-2,1-1,1-2,4-0,1-1,0-2,2-0,0-2,2-2,1-1,2-2
New Orleans Hornets,0-2,0-2,1-1,0-2,1-1,3-1,2-2,2-0,2-2,1-3,2-0,3-0,1-3,3-1,2-0,2-0,2-1,2-0,,0-2,4-0,1-1,2-0,2-1,2-2,3-1,2-2,2-0,0-3,2-0
New York Knicks,2-1,1-3,2-2,1-2,0-4,0-2,0-2,2-2,1-1,1-1,2-1,0-2,0-2,2-0,1-2,1-3,1-1,2-2,2-0,,1-1,1-3,0-4,1-1,0-2,1-1,1-1,2-2,1-1,3-1
Oklahoma City Thunder,0-2,0-2,1-1,1-1,0-2,1-2,0-4,1-1,2-2,0-3,0-2,1-3,0-3,3-1,0-2,0-2,2-2,1-1,0-4,1-1,,0-2,1-1,0-4,1-3,2-1,2-2,1-1,1-3,1-1
Orlando Magic,3-1,2-2,4-0,3-1,2-1,1-1,1-1,0-3,2-0,0-2,3-1,2-0,2-0,1-1,3-1,3-1,2-0,2-1,1-1,3-1,2-0,,3-0,1-1,1-1,2-0,2-0,2-2,2-0,4-0
Philadelphia 76ers,2-1,0-4,1-3,2-2,1-3,0-2,0-2,2-1,1-1,2-0,2-2,2-0,1-1,2-0,2-2,3-0,1-1,0-4,0-2,4-0,1-1,0-3,,1-1,2-0,2-0,1-1,2-2,0-2,4-0
Phoenix Suns,2-0,0-2,1-1,0-2,0-2,1-3,2-1,2-0,3-1,1-2,1-1,4-0,1-3,3-1,0-2,2-0,2-1,1-1,1-2,1-1,4-0,1-1,1-1,,2-2,3-1,1-3,2-0,2-2,2-0
Portland Trail Blazers,1-1,1-1,1-1,2-0,0-2,0-3,2-2,2-0,1-2,1-2,2-0,3-1,2-2,4-0,2-0,2-0,4-0,2-0,2-2,2-0,3-1,1-1,0-2,2-2,,3-0,3-1,2-0,2-2,2-0
Sacramento Kings,0-2,0-2,0-2,0-2,0-2,1-3,1-3,0-2,2-2,0-3,0-2,3-1,1-3,2-2,0-2,0-2,3-1,0-2,1-3,1-1,1-2,0-2,0-2,1-3,0-3,,0-3,0-2,0-4,0-2
San Antonio Spurs,2-0,1-1,2-0,2-0,0-2,2-2,1-2,1-1,4-0,2-2,2-0,4-0,1-2,4-0,1-1,0-2,4-0,2-0,2-2,1-1,2-2,0-2,1-1,3-1,1-3,3-0,,1-1,3-0,2-0
Toronto Raptors,1-3,0-4,2-2,3-1,0-3,0-2,0-2,0-3,1-1,1-1,2-2,2-0,0-2,1-1,2-1,2-2,2-0,2-2,0-2,2-2,1-1,2-2,2-2,0-2,0-2,2-0,1-1,,0-2,2-1
Utah Jazz,1-1,1-1,1-1,0-2,0-2,2-2,2-2,2-0,2-2,2-2,2-0,3-0,1-2,4-0,0-2,1-1,3-1,1-1,3-0,1-1,3-1,0-2,2-0,2-2,2-2,4-0,0-3,2-0,,1-1
Washington Wizards,0-4,0-3,1-3,1-3,2-2,0-2,0-2,1-3,1-1,1-1,1-2,1-1,0-2,0-2,0-4,0-3,2-0,2-2,0-2,1-3,1-1,0-4,0-4,0-2,0-2,2-0,0-2,1-2,1-1,
