Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Nov 1, 2006,8:00p,,Box Score,,Milwaukee Bucks,L,,97,105,0,1,L 1,
Fri, Nov 3, 2006,7:30p,,Box Score,@,Boston Celtics,W,,101,88,1,1,W 1,
Sat, Nov 4, 2006,7:30p,,Box Score,,Memphis Grizzlies,W,,95,86,2,1,W 2,
Mon, Nov 6, 2006,9:00p,,Box Score,@,Utah Jazz,L,,101,103,2,2,L 1,
Wed, Nov 8, 2006,10:30p,,Box Score,@,Sacramento Kings,L,,86,99,2,3,L 2,
Fri, Nov 10, 2006,10:30p,,Box Score,@,Los Angeles Lakers,W,,97,83,3,3,W 1,
Sat, Nov 11, 2006,10:30p,,Box Score,@,Golden State Warriors,L,,79,111,3,4,L 1,
Wed, Nov 15, 2006,7:30p,,Box Score,,New Orleans/Oklahoma City Hornets,L,,99,100,3,5,L 2,
Fri, Nov 17, 2006,8:00p,,Box Score,,Washington Wizards,W,,100,91,4,5,W 1,
Sat, Nov 18, 2006,7:30p,,Box Score,,Houston Rockets,W,,104,92,5,5,W 2,
Tue, Nov 21, 2006,7:00p,,Box Score,@,Philadelphia 76ers,W,,97,87,6,5,W 3,
Wed, Nov 22, 2006,7:30p,,Box Score,,Atlanta Hawks,W,,103,98,7,5,W 4,
Fri, Nov 24, 2006,8:00p,,Box Score,,Charlotte Bobcats,W,,104,95,8,5,W 5,
Sat, Nov 25, 2006,7:00p,,Box Score,@,Washington Wizards,W,,115,111,9,5,W 6,
Thu, Nov 30, 2006,8:00p,,Box Score,@,Miami Heat,W,,87,85,10,5,W 7,
Fri, Dec 1, 2006,8:00p,,Box Score,,New York Knicks,W,,108,100,11,5,W 8,
Sun, Dec 3, 2006,6:00p,,Box Score,@,Charlotte Bobcats,L,,89,97,11,6,L 1,
Tue, Dec 5, 2006,7:30p,,Box Score,,Portland Trail Blazers,L,,85,88,11,7,L 2,
Thu, Dec 7, 2006,8:00p,,Box Score,@,Dallas Mavericks,W,,92,82,12,7,W 1,
Fri, Dec 8, 2006,7:00p,,Box Score,@,Orlando Magic,W,,87,83,13,7,W 2,
,,,,,,,,,,,,,
Wed, Dec 13, 2006,7:00p,,Box Score,@,Indiana Pacers,L,,90,101,13,8,L 1,
Sat, Dec 16, 2006,8:00p,,Box Score,@,New Jersey Nets,W,,90,82,14,8,W 1,
Sun, Dec 17, 2006,6:00p,,Box Score,,Seattle SuperSonics,W,,97,93,15,8,W 2,
Thu, Dec 21, 2006,8:00p,,Box Score,@,Cleveland Cavaliers,W,,87,71,16,8,W 3,
Sat, Dec 23, 2006,7:30p,,Box Score,,Atlanta Hawks,W,,108,81,17,8,W 4,
Tue, Dec 26, 2006,7:30p,,Box Score,,New Jersey Nets,W,,92,91,18,8,W 5,
Wed, Dec 27, 2006,7:30p,,Box Score,@,New York Knicks,L,3OT,145,151,18,9,L 1,
Fri, Dec 29, 2006,8:00p,,Box Score,,Indiana Pacers,L,,92,93,18,10,L 2,
Sun, Dec 31, 2006,4:00p,,Box Score,,Phoenix Suns,L,,101,108,18,11,L 3,
Thu, Jan 4, 2007,8:00p,,Box Score,@,New Orleans/Oklahoma City Hornets,W,,92,68,19,11,W 1,
Sat, Jan 6, 2007,8:30p,,Box Score,@,Chicago Bulls,L,,89,106,19,12,L 1,
