Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Tue, Oct 26, 2010,7:30p,,Box Score,@,Boston Celtics,L,,80,88,0,1,L 1,
Wed, Oct 27, 2010,7:00p,,Box Score,@,Philadelphia 76ers,W,,97,87,1,1,W 1,
Fri, Oct 29, 2010,8:00p,,Box Score,,Orlando Magic,W,,96,70,2,1,W 2,
Sun, Oct 31, 2010,1:00p,,Box Score,@,New Jersey Nets,W,,101,78,3,1,W 3,
Tue, Nov 2, 2010,7:30p,,Box Score,,Minnesota Timberwolves,W,,129,97,4,1,W 4,
Fri, Nov 5, 2010,8:00p,,Box Score,@,New Orleans Hornets,L,,93,96,4,2,L 1,
Sat, Nov 6, 2010,7:30p,,Box Score,,New Jersey Nets,W,,101,89,5,2,W 1,
Tue, Nov 9, 2010,7:30p,,Box Score,,Utah Jazz,L,OT,114,116,5,3,L 1,
Thu, Nov 11, 2010,8:00p,,Box Score,,Boston Celtics,L,,107,112,5,4,L 2,
Sat, Nov 13, 2010,7:30p,,Box Score,,Toronto Raptors,W,,109,100,6,4,W 1,
Wed, Nov 17, 2010,7:00p,,Box Score,,Phoenix Suns,W,,123,96,7,4,W 2,
Fri, Nov 19, 2010,7:30p,,Box Score,,Charlotte Bobcats,W,,95,87,8,4,W 3,
Sat, Nov 20, 2010,8:00p,,Box Score,@,Memphis Grizzlies,L,,95,97,8,5,L 1,
Mon, Nov 22, 2010,7:30p,,Box Score,,Indiana Pacers,L,,77,93,8,6,L 2,
Wed, Nov 24, 2010,7:30p,,Box Score,@,Orlando Magic,L,,95,104,8,7,L 3,
Fri, Nov 26, 2010,7:30p,,Box Score,,Philadelphia 76ers,W,,99,90,9,7,W 1,
Sat, Nov 27, 2010,8:30p,,Box Score,@,Dallas Mavericks,L,,95,106,9,8,L 1,
Mon, Nov 29, 2010,7:30p,,Box Score,,Washington Wizards,W,,105,94,10,8,W 1,
Wed, Dec 1, 2010,7:30p,,Box Score,,Detroit Pistons,W,,97,72,11,8,W 2,
Thu, Dec 2, 2010,8:00p,,Box Score,@,Cleveland Cavaliers,W,,118,90,12,8,W 3,
,,,,,,,,,,,,,
Sat, Dec 4, 2010,7:30p,,Box Score,,Atlanta Hawks,W,,89,77,13,8,W 4,
Mon, Dec 6, 2010,8:00p,,Box Score,@,Milwaukee Bucks,W,,88,78,14,8,W 5,
Wed, Dec 8, 2010,9:00p,,Box Score,@,Utah Jazz,W,,111,98,15,8,W 6,
Fri, Dec 10, 2010,10:30p,,Box Score,@,Golden State Warriors,W,,106,84,16,8,W 7,
Sat, Dec 11, 2010,10:00p,,Box Score,@,Sacramento Kings,W,,104,83,17,8,W 8,
Mon, Dec 13, 2010,7:30p,,Box Score,,New Orleans Hornets,W,,96,84,18,8,W 9,
Wed, Dec 15, 2010,7:30p,,Box Score,,Cleveland Cavaliers,W,,101,95,19,8,W 10,
Fri, Dec 17, 2010,7:00p,,Box Score,@,New York Knicks,W,,113,91,20,8,W 11,
Sat, Dec 18, 2010,7:00p,,Box Score,@,Washington Wizards,W,,95,94,21,8,W 12,
Mon, Dec 20, 2010,7:30p,,Box Score,,Dallas Mavericks,L,,96,98,21,9,L 1,
Thu, Dec 23, 2010,10:30p,,Box Score,@,Phoenix Suns,W,,95,83,22,9,W 1,
Sat, Dec 25, 2010,5:00p,,Box Score,@,Los Angeles Lakers,W,,96,80,23,9,W 2,
Tue, Dec 28, 2010,7:30p,,Box Score,,New York Knicks,W,,106,98,24,9,W 3,
Wed, Dec 29, 2010,8:30p,,Box Score,@,Houston Rockets,W,,125,119,25,9,W 4,
Sat, Jan 1, 2011,7:30p,,Box Score,,Golden State Warriors,W,,114,107,26,9,W 5,
Mon, Jan 3, 2011,7:00p,,Box Score,@,Charlotte Bobcats,W,,96,82,27,9,W 6,
Tue, Jan 4, 2011,7:30p,,Box Score,,Milwaukee Bucks,W,,101,89,28,9,W 7,
Fri, Jan 7, 2011,8:30p,,Box Score,@,Milwaukee Bucks,W,OT,101,95,29,9,W 8,
Sun, Jan 9, 2011,9:00p,,Box Score,@,Portland Trail Blazers,W,OT,107,100,30,9,W 9,
Wed, Jan 12, 2011,10:30p,,Box Score,@,Los Angeles Clippers,L,,105,111,30,10,L 1,
,,,,,,,,,,,,,
