Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 23, 2019,7:30p,,Box Score,,Memphis Grizzlies,W,,120,101,1,0,W 1,
Sat, Oct 26, 2019,5:00p,,Box Score,@,Milwaukee Bucks,W,OT,131,126,2,0,W 2,
Sun, Oct 27, 2019,7:00p,,Box Score,@,Minnesota Timberwolves,L,,109,116,2,1,L 1,
Tue, Oct 29, 2019,7:30p,,Box Score,,Atlanta Hawks,W,,112,97,3,1,W 1,
Thu, Oct 31, 2019,7:00p,,Box Score,@,Atlanta Hawks,W,,106,97,4,1,W 2,
Sun, Nov 3, 2019,6:00p,,Box Score,,Houston Rockets,W,,129,100,5,1,W 3,
Tue, Nov 5, 2019,9:00p,,Box Score,@,Denver Nuggets,L,,89,109,5,2,L 1,
Thu, Nov 7, 2019,9:00p,,Box Score,@,Phoenix Suns,W,,124,108,6,2,W 1,
Fri, Nov 8, 2019,10:30p,,Box Score,@,Los Angeles Lakers,L,,80,95,6,3,L 1,
Tue, Nov 12, 2019,7:30p,,Box Score,,Detroit Pistons,W,,117,108,7,3,W 1,
Thu, Nov 14, 2019,6:00p,,Box Score,@,Cleveland Cavaliers,W,,108,97,8,3,W 2,
Sat, Nov 16, 2019,8:00p,,Box Score,,New Orleans Pelicans,W,,109,94,9,3,W 3,
Wed, Nov 20, 2019,7:30p,,Box Score,,Cleveland Cavaliers,W,,124,100,10,3,W 4,
Fri, Nov 22, 2019,8:00p,,Box Score,@,Chicago Bulls,W,,116,108,11,3,W 5,
Sat, Nov 23, 2019,7:30p,,Box Score,@,Philadelphia 76ers,L,,86,113,11,4,L 1,
Mon, Nov 25, 2019,7:30p,,Box Score,,Charlotte Hornets,W,,117,100,12,4,W 1,
Wed, Nov 27, 2019,8:00p,,Box Score,@,Houston Rockets,L,,108,117,12,5,L 1,
Fri, Nov 29, 2019,8:00p,,Box Score,,Golden State Warriors,W,,122,105,13,5,W 1,
Sun, Dec 1, 2019,3:00p,,Box Score,@,Brooklyn Nets,W,,109,106,14,5,W 2,
Tue, Dec 3, 2019,7:30p,,Box Score,@,Toronto Raptors,W,OT,121,110,15,5,W 3,
,,,,,,,,,,,,,
Wed, Dec 4, 2019,7:30p,,Box Score,@,Boston Celtics,L,,93,112,15,6,L 1,
Fri, Dec 6, 2019,8:00p,,Box Score,,Washington Wizards,W,,112,103,16,6,W 1,
Sun, Dec 8, 2019,6:00p,,Box Score,,Chicago Bulls,W,OT,110,105,17,6,W 2,
