Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Tue, Oct 17, 2017,8:01p,,Box Score,,Boston Celtics,W,,102,99,1,0,W 1,
Fri, Oct 20, 2017,7:00p,,Box Score,@,Milwaukee Bucks,W,,116,97,2,0,W 2,
Sat, Oct 21, 2017,8:00p,,Box Score,,Orlando Magic,L,,93,114,2,1,L 1,
Tue, Oct 24, 2017,7:00p,,Box Score,,Chicago Bulls,W,,119,112,3,1,W 1,
Wed, Oct 25, 2017,7:30p,,Box Score,@,Brooklyn Nets,L,,107,112,3,2,L 1,
Sat, Oct 28, 2017,7:00p,,Box Score,@,New Orleans Pelicans,L,,101,123,3,3,L 2,
Sun, Oct 29, 2017,7:00p,,Box Score,,New York Knicks,L,,95,114,3,4,L 3,
Wed, Nov 1, 2017,7:00p,,Box Score,,Indiana Pacers,L,,107,124,3,5,L 4,
Fri, Nov 3, 2017,7:00p,,Box Score,@,Washington Wizards,W,,130,122,4,5,W 1,
Sun, Nov 5, 2017,3:00p,,Box Score,,Atlanta Hawks,L,,115,117,4,6,L 1,
Tue, Nov 7, 2017,7:00p,,Box Score,,Milwaukee Bucks,W,,124,119,5,6,W 1,
Thu, Nov 9, 2017,8:00p,,Box Score,@,Houston Rockets,L,,113,117,5,7,L 1,
Sat, Nov 11, 2017,8:30p,,Box Score,@,Dallas Mavericks,W,,111,104,6,7,W 1,
Mon, Nov 13, 2017,7:30p,,Box Score,@,New York Knicks,W,,104,101,7,7,W 2,
Wed, Nov 15, 2017,8:00p,,Box Score,@,Charlotte Hornets,W,,115,107,8,7,W 3,
Fri, Nov 17, 2017,7:30p,,Box Score,,Los Angeles Clippers,W,OT,118,113,9,7,W 4,
Mon, Nov 20, 2017,7:00p,,Box Score,@,Detroit Pistons,W,,116,88,10,7,W 5,
Wed, Nov 22, 2017,7:00p,,Box Score,,Brooklyn Nets,W,,119,109,11,7,W 6,
Fri, Nov 24, 2017,8:00p,,Box Score,,Charlotte Hornets,W,,100,99,12,7,W 7,
Mon, Nov 27, 2017,7:00p,,Box Score,@,Philadelphia 76ers,W,,113,91,13,7,W 8,
,,,,,,,,,,,,,
Tue, Nov 28, 2017,7:00p,,Box Score,,Miami Heat,W,,108,97,14,7,W 9,
Thu, Nov 30, 2017,7:30p,,Box Score,@,Atlanta Hawks,W,,121,114,15,7,W 10,
Sat, Dec 2, 2017,7:30p,,Box Score,,Memphis Grizzlies,W,,116,111,16,7,W 11,
Mon, Dec 4, 2017,8:00p,,Box Score,@,Chicago Bulls,W,,113,91,17,7,W 12,
Wed, Dec 6, 2017,7:00p,,Box Score,,Sacramento Kings,W,,101,95,18,7,W 13,
Fri, Dec 8, 2017,7:00p,,Box Score,@,Indiana Pacers,L,,102,106,18,8,L 1,
Sat, Dec 9, 2017,8:00p,,Box Score,,Philadelphia 76ers,W,,105,98,19,8,W 1,
Tue, Dec 12, 2017,7:00p,,Box Score,,Atlanta Hawks,W,,123,114,20,8,W 2,
