Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Nov 3, 2004,7:00p,,Box Score,,Indiana Pacers,L,2OT,104,109,0,1,L 1,
Thu, Nov 4, 2004,8:00p,,Box Score,@,Miami Heat,L,,86,92,0,2,L 2,
Sat, Nov 6, 2004,8:30p,,Box Score,@,Milwaukee Bucks,L,,88,102,0,3,L 3,
Tue, Nov 9, 2004,7:30p,,Box Score,@,Atlanta Hawks,W,,93,79,1,3,W 1,
Wed, Nov 10, 2004,8:00p,,Box Score,,Phoenix Suns,W,OT,114,109,2,3,W 2,
Sat, Nov 13, 2004,1:00p,,Box Score,,Washington Wizards,W,,105,74,3,3,W 3,
Mon, Nov 15, 2004,7:00p,,Box Score,,Golden State Warriors,W,,99,88,4,3,W 4,
Thu, Nov 18, 2004,7:00p,,Box Score,@,Charlotte Bobcats,W,,106,89,5,3,W 5,
Sat, Nov 20, 2004,7:30p,,Box Score,,Charlotte Bobcats,W,,100,84,6,3,W 6,
Sun, Nov 21, 2004,7:30p,,Box Score,@,New York Knicks,L,,88,98,6,4,L 1,
Wed, Nov 24, 2004,7:00p,,Box Score,,Detroit Pistons,W,,92,76,7,4,W 1,
Fri, Nov 26, 2004,7:30p,,Box Score,@,Boston Celtics,W,,98,96,8,4,W 2,
Sat, Nov 27, 2004,7:30p,,Box Score,,Chicago Bulls,W,,96,74,9,4,W 3,
Mon, Nov 29, 2004,10:30p,,Box Score,@,Los Angeles Clippers,L,,82,94,9,5,L 1,
Wed, Dec 1, 2004,9:00p,,Box Score,@,Phoenix Suns,L,,101,120,9,6,L 2,
Thu, Dec 2, 2004,10:30p,,Box Score,@,Denver Nuggets,W,,92,73,10,6,W 1,
Sat, Dec 4, 2004,7:30p,,Box Score,,Toronto Raptors,W,,105,97,11,6,W 2,
Tue, Dec 7, 2004,7:00p,,Box Score,,New Jersey Nets,W,,103,97,12,6,W 3,
Wed, Dec 8, 2004,8:30p,,Box Score,@,Chicago Bulls,L,,85,113,12,7,L 1,
Sat, Dec 11, 2004,8:30p,,Box Score,@,San Antonio Spurs,L,,97,116,12,8,L 2,
,,,,,,,,,,,,,
Mon, Dec 13, 2004,8:00p,,Box Score,@,Memphis Grizzlies,W,,92,86,13,8,W 1,
Wed, Dec 15, 2004,7:00p,,Box Score,,Portland Trail Blazers,W,,112,88,14,8,W 2,
Thu, Dec 16, 2004,8:00p,,Box Score,@,Detroit Pistons,L,,69,81,14,9,L 1,
Sat, Dec 18, 2004,7:30p,,Box Score,,Boston Celtics,L,OT,107,114,14,10,L 2,
Tue, Dec 21, 2004,7:00p,,Box Score,,Minnesota Timberwolves,W,,107,97,15,10,W 1,
Wed, Dec 22, 2004,7:30p,,Box Score,@,New Jersey Nets,L,,90,92,15,11,L 1,
Sun, Dec 26, 2004,7:00p,,Box Score,,New Orleans Hornets,W,,100,91,16,11,W 1,
Tue, Dec 28, 2004,7:30p,,Box Score,@,Atlanta Hawks,W,,111,102,17,11,W 2,
Wed, Dec 29, 2004,7:00p,,Box Score,,Houston Rockets,L,,87,98,17,12,L 1,
Mon, Jan 3, 2005,7:00p,,Box Score,@,Charlotte Bobcats,W,,94,83,18,12,W 1,
Wed, Jan 5, 2005,7:00p,,Box Score,,Atlanta Hawks,W,,101,85,19,12,W 2,
Sat, Jan 8, 2005,1:30p,,Box Score,,New York Knicks,W,,104,79,20,12,W 3,
Tue, Jan 11, 2005,7:00p,,Box Score,,Charlotte Bobcats,W,OT,100,98,21,12,W 4,
Thu, Jan 13, 2005,10:30p,,Box Score,@,Los Angeles Lakers,L,,94,98,21,13,L 1,
Sat, Jan 15, 2005,9:00p,,Box Score,@,Utah Jazz,W,,84,71,22,13,W 1,
Sun, Jan 16, 2005,9:00p,,Box Score,@,Seattle SuperSonics,L,,97,105,22,14,L 1,
Wed, Jan 19, 2005,10:00p,,Box Score,@,Portland Trail Blazers,W,,107,101,23,14,W 1,
Thu, Jan 20, 2005,10:30p,,Box Score,@,Sacramento Kings,L,,96,123,23,15,L 1,
Sat, Jan 22, 2005,10:30p,,Box Score,@,Golden State Warriors,W,,105,87,24,15,W 1,
Mon, Jan 24, 2005,7:00p,,Box Score,,Washington Wizards,L,,97,106,24,16,L 1,
,,,,,,,,,,,,,
Wed, Jan 26, 2005,7:00p,,Box Score,,Memphis Grizzlies,W,,114,111,25,16,W 1,
Fri, Jan 28, 2005,7:00p,,Box Score,@,New York Knicks,L,,96,99,25,17,L 1,
Sun, Jan 30, 2005,6:30p,,Box Score,,Milwaukee Bucks,W,,104,87,26,17,W 1,
