Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Sat, Nov 3, 2012,7:30p,,Box Score,,Toronto Raptors,W,,107,100,1,0,W 1,
Mon, Nov 5, 2012,7:30p,,Box Score,,Minnesota Timberwolves,L,,96,107,1,1,L 1,
Wed, Nov 7, 2012,7:30p,,Box Score,@,Miami Heat,L,,73,103,1,2,L 2,
Fri, Nov 9, 2012,7:00p,,Box Score,@,Orlando Magic,W,,107,68,2,2,W 1,
Sun, Nov 11, 2012,3:00p,,Box Score,,Orlando Magic,W,,82,74,3,2,W 2,
Tue, Nov 13, 2012,7:30p,,Box Score,,Cleveland Cavaliers,W,,114,101,4,2,W 3,
Thu, Nov 15, 2012,8:00p,,Box Score,,Boston Celtics,W,,102,97,5,2,W 4,
Sun, Nov 18, 2012,6:00p,,Box Score,@,Sacramento Kings,W,,99,90,6,2,W 5,
Tue, Nov 20, 2012,10:30p,,Box Score,@,Los Angeles Lakers,L,,90,95,6,3,L 1,
Wed, Nov 21, 2012,10:30p,,Box Score,@,Golden State Warriors,L,,93,102,6,4,L 2,
Fri, Nov 23, 2012,7:30p,,Box Score,,Los Angeles Clippers,W,,86,76,7,4,W 1,
Sun, Nov 25, 2012,3:00p,,Box Score,,Portland Trail Blazers,W,,98,85,8,4,W 2,
Mon, Nov 26, 2012,7:00p,,Box Score,,New York Knicks,W,OT,96,89,9,4,W 3,
Wed, Nov 28, 2012,7:30p,,Box Score,@,Boston Celtics,W,,95,83,10,4,W 4,
Fri, Nov 30, 2012,7:00p,,Box Score,@,Orlando Magic,W,,98,86,11,4,W 5,
Sat, Dec 1, 2012,7:30p,,Box Score,@,Miami Heat,L,,89,102,11,5,L 1,
Tue, Dec 4, 2012,7:30p,,Box Score,,Oklahoma City Thunder,L,,111,117,11,6,L 2,
Fri, Dec 7, 2012,7:30p,,Box Score,,Golden State Warriors,L,,102,109,11,7,L 3,
Sun, Dec 9, 2012,6:00p,,Box Score,,Milwaukee Bucks,L,,88,97,11,8,L 4,
Tue, Dec 11, 2012,7:00p,,Box Score,,New York Knicks,L,,97,100,11,9,L 5,
,,,,,,,,,,,,,
Wed, Dec 12, 2012,7:00p,,Box Score,@,Toronto Raptors,W,,94,88,12,9,W 1,
Fri, Dec 14, 2012,7:30p,,Box Score,,Detroit Pistons,W,2OT,107,105,13,9,W 2,
Sat, Dec 15, 2012,8:00p,,Box Score,@,Chicago Bulls,L,,82,83,13,10,L 1,
Tue, Dec 18, 2012,7:30p,,Box Score,,Utah Jazz,L,,90,92,13,11,L 2,
Wed, Dec 19, 2012,7:00p,,Box Score,@,New York Knicks,L,,86,100,13,12,L 3,
Sun, Dec 23, 2012,3:00p,,Box Score,,Philadelphia 76ers,W,,95,92,14,12,W 1,
Tue, Dec 25, 2012,12:00p,,Box Score,,Boston Celtics,L,,76,93,14,13,L 1,
Wed, Dec 26, 2012,8:00p,,Box Score,@,Milwaukee Bucks,L,,93,108,14,14,L 2,
Fri, Dec 28, 2012,7:30p,,Box Score,,Charlotte Bobcats,W,,97,81,15,14,W 1,
Sat, Dec 29, 2012,7:30p,,Box Score,,Cleveland Cavaliers,W,,103,100,16,14,W 2,
Mon, Dec 31, 2012,7:00p,,Box Score,@,San Antonio Spurs,L,,73,104,16,15,L 1,
Wed, Jan 2, 2013,8:00p,,Box Score,@,Oklahoma City Thunder,W,,110,93,17,15,W 1,
Fri, Jan 4, 2013,7:00p,,Box Score,@,Washington Wizards,W,2OT,115,113,18,15,W 2,
Sat, Jan 5, 2013,7:30p,,Box Score,,Sacramento Kings,W,,113,93,19,15,W 3,
Tue, Jan 8, 2013,7:00p,,Box Score,@,Philadelphia 76ers,W,,109,89,20,15,W 4,
Fri, Jan 11, 2013,7:30p,,Box Score,,Phoenix Suns,W,,99,79,21,15,W 5,
Sun, Jan 13, 2013,6:00p,,Box Score,,Indiana Pacers,W,,97,86,22,15,W 6,
Tue, Jan 15, 2013,7:30p,,Box Score,,Toronto Raptors,W,,113,106,23,15,W 7,
Wed, Jan 16, 2013,7:30p,,Box Score,@,Atlanta Hawks,L,,95,109,23,16,L 1,
Fri, Jan 18, 2013,7:30p,,Box Score,,Atlanta Hawks,W,,94,89,24,16,W 1,
,,,,,,,,,,,,,
Mon, Jan 21, 2013,3:30p,,Box Score,@,New York Knicks,W,,88,85,25,16,W 2,
Wed, Jan 23, 2013,8:00p,,Box Score,@,Minnesota Timberwolves,W,,91,83,26,16,W 3,
Fri, Jan 25, 2013,8:00p,,Box Score,@,Memphis Grizzlies,L,,77,101,26,17,L 1,
Sat, Jan 26, 2013,8:00p,,Box Score,@,Houston Rockets,L,,106,119,26,18,L 2,
Mon, Jan 28, 2013,7:30p,,Box Score,,Orlando Magic,W,,97,77,27,18,W 1,
Wed, Jan 30, 2013,8:00p,,Box Score,,Miami Heat,L,,85,105,27,19,L 1,
Fri, Feb 1, 2013,7:30p,,Box Score,,Chicago Bulls,W,,93,89,28,19,W 1,
Tue, Feb 5, 2013,7:30p,,Box Score,,Los Angeles Lakers,L,,83,92,28,20,L 1,
