Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Nov 2, 2005,7:30p,,Box Score,,Milwaukee Bucks,L,,96,110,0,1,L 1,
Fri, Nov 4, 2005,7:00p,,Box Score,@,Toronto Raptors,W,,102,92,1,1,W 1,
Sat, Nov 5, 2005,7:30p,,Box Score,,Chicago Bulls,W,,100,99,2,1,W 2,
Mon, Nov 7, 2005,7:30p,,Box Score,@,Miami Heat,L,,89,90,2,2,L 1,
Wed, Nov 9, 2005,7:30p,,Box Score,,Utah Jazz,W,,91,83,3,2,W 1,
Fri, Nov 11, 2005,7:00p,,Box Score,@,Indiana Pacers,L,,90,102,3,3,L 1,
Sat, Nov 12, 2005,8:00p,,Box Score,,Houston Rockets,L,,91,99,3,4,L 2,
Tue, Nov 15, 2005,7:30p,,Box Score,,Seattle SuperSonics,W,,109,99,4,4,W 1,
Sat, Nov 19, 2005,7:30p,,Box Score,,Washington Wizards,W,,89,83,5,4,W 2,
Mon, Nov 21, 2005,10:30p,,Box Score,@,Golden State Warriors,L,,97,100,5,5,L 1,
Wed, Nov 23, 2005,10:00p,,Box Score,@,Sacramento Kings,L,,105,114,5,6,L 2,
Fri, Nov 25, 2005,10:30p,,Box Score,@,Phoenix Suns,L,,81,92,5,7,L 3,
Sun, Nov 27, 2005,9:30p,,Box Score,@,Los Angeles Lakers,W,OT,102,96,6,7,W 1,
Mon, Nov 28, 2005,9:00p,,Box Score,@,Denver Nuggets,W,,101,92,7,7,W 2,
Wed, Nov 30, 2005,7:30p,,Box Score,,Detroit Pistons,L,,83,93,7,8,L 1,
Sat, Dec 3, 2005,8:00p,,Box Score,,Toronto Raptors,L,,82,95,7,9,L 2,
Wed, Dec 7, 2005,7:30p,,Box Score,@,Charlotte Bobcats,W,,97,84,8,9,W 1,
Fri, Dec 9, 2005,7:30p,,Box Score,@,Cleveland Cavaliers,W,,109,100,9,9,W 2,
Sat, Dec 10, 2005,7:30p,,Box Score,,Philadelphia 76ers,L,,95,107,9,10,L 1,
Tue, Dec 13, 2005,7:00p,,Box Score,@,Washington Wizards,L,,74,94,9,11,L 2,
,,,,,,,,,,,,,
Wed, Dec 14, 2005,7:30p,,Box Score,,Charlotte Bobcats,L,,83,91,9,12,L 3,
Fri, Dec 16, 2005,7:30p,,Box Score,,Denver Nuggets,W,OT,115,106,10,12,W 1,
Sun, Dec 18, 2005,6:00p,,Box Score,,Golden State Warriors,W,,118,90,11,12,W 2,
Tue, Dec 20, 2005,7:30p,,Box Score,,Los Angeles Clippers,W,,99,85,12,12,W 3,
Wed, Dec 21, 2005,7:00p,,Box Score,@,Orlando Magic,W,,96,85,13,12,W 4,
Fri, Dec 23, 2005,7:30p,,Box Score,@,Miami Heat,W,,95,88,14,12,W 5,
Mon, Dec 26, 2005,7:30p,,Box Score,@,New York Knicks,W,,109,101,15,12,W 6,
Tue, Dec 27, 2005,7:30p,,Box Score,,Cleveland Cavaliers,W,,96,91,16,12,W 7,
Fri, Dec 30, 2005,7:30p,,Box Score,,Atlanta Hawks,W,,99,91,17,12,W 8,
Fri, Jan 6, 2006,7:30p,,Box Score,,Orlando Magic,W,,113,106,18,12,W 9,
Sun, Jan 8, 2006,1:00p,,Box Score,@,Toronto Raptors,W,,105,104,19,12,W 10,
Tue, Jan 10, 2006,8:30p,,Box Score,@,San Antonio Spurs,L,,91,96,19,13,L 1,
Fri, Jan 13, 2006,8:00p,,Box Score,@,Memphis Grizzlies,L,,69,81,19,14,L 2,
Sat, Jan 14, 2006,8:30p,,Box Score,@,Dallas Mavericks,L,,77,110,19,15,L 3,
Mon, Jan 16, 2006,3:30p,,Box Score,,Indiana Pacers,W,,97,92,20,15,W 1,
Wed, Jan 18, 2006,7:00p,,Box Score,@,Philadelphia 76ers,W,,101,90,21,15,W 2,
Fri, Jan 20, 2006,7:30p,,Box Score,@,Boston Celtics,L,,96,99,21,16,L 1,
Sat, Jan 21, 2006,8:00p,,Box Score,,Boston Celtics,W,,103,83,22,16,W 1,
Mon, Jan 23, 2006,9:00p,,Box Score,@,Utah Jazz,L,,78,89,22,17,L 1,
Wed, Jan 25, 2006,10:30p,,Box Score,@,Los Angeles Clippers,L,,77,90,22,18,L 2,
,,,,,,,,,,,,,
Fri, Jan 27, 2006,10:00p,,Box Score,@,Portland Trail Blazers,L,,83,88,22,19,L 3,
Sat, Jan 28, 2006,10:00p,,Box Score,@,Seattle SuperSonics,L,,104,113,22,20,L 4,
Tue, Jan 31, 2006,7:30p,,Box Score,,Detroit Pistons,W,,91,84,23,20,W 1,
Wed, Feb 1, 2006,7:00p,,Box Score,@,Cleveland Cavaliers,L,,85,91,23,21,L 1,
Sat, Feb 4, 2006,1:00p,,Box Score,,Miami Heat,W,,105,92,24,21,W 1,
Mon, Feb 6, 2006,7:30p,,Box Score,,New Orleans/Oklahoma City Hornets,W,,99,91,25,21,W 2,
Wed, Feb 8, 2006,7:30p,,Box Score,,New York Knicks,W,,96,83,26,21,W 3,
Fri, Feb 10, 2006,8:00p,,Box Score,,San Antonio Spurs,L,,73,83,26,22,L 1,
Sun, Feb 12, 2006,6:00p,,Box Score,,Milwaukee Bucks,W,,94,79,27,22,W 1,
Tue, Feb 14, 2006,7:30p,,Box Score,@,Detroit Pistons,L,,71,85,27,23,L 1,
Wed, Feb 15, 2006,7:30p,,Box Score,@,Charlotte Bobcats,W,,95,94,28,23,W 1,
Tue, Feb 21, 2006,8:00p,,Box Score,@,Milwaukee Bucks,W,,89,85,29,23,W 2,
Wed, Feb 22, 2006,7:30p,,Box Score,,Orlando Magic,W,,96,93,30,23,W 3,
Fri, Feb 24, 2006,8:00p,,Box Score,@,New York Knicks,W,,94,90,31,23,W 4,
Sun, Feb 26, 2006,6:00p,,Box Score,,Indiana Pacers,L,,91,101,31,24,L 1,
