Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Nov 1, 2006,8:00p,,Box Score,,Washington Wizards,W,,97,94,1,0,W 1,
Fri, Nov 3, 2006,8:00p,,Box Score,@,San Antonio Spurs,W,,88,81,2,0,W 2,
Sat, Nov 4, 2006,7:00p,,Box Score,@,Charlotte Bobcats,L,,88,92,2,1,L 1,
Tue, Nov 7, 2006,7:00p,,Box Score,,Atlanta Hawks,L,OT,95,104,2,2,L 2,
Thu, Nov 9, 2006,8:00p,,Box Score,,Chicago Bulls,W,,113,94,3,2,W 1,
Sat, Nov 11, 2006,7:30p,,Box Score,,Boston Celtics,W,,94,93,4,2,W 2,
Mon, Nov 13, 2006,7:30p,,Box Score,@,New York Knicks,W,,102,96,5,2,W 3,
Wed, Nov 15, 2006,7:00p,,Box Score,,Portland Trail Blazers,W,,100,87,6,2,W 4,
Fri, Nov 17, 2006,7:30p,,Box Score,,Minnesota Timberwolves,W,,92,76,7,2,W 5,
Sat, Nov 18, 2006,7:00p,,Box Score,@,Washington Wizards,L,,99,111,7,3,L 1,
Tue, Nov 21, 2006,7:00p,,Box Score,,Memphis Grizzlies,W,,97,94,8,3,W 1,
Wed, Nov 22, 2006,7:00p,,Box Score,@,Toronto Raptors,L,,87,95,8,4,L 1,
Fri, Nov 24, 2006,8:00p,,Box Score,@,Indiana Pacers,L,,87,97,8,5,L 2,
Sat, Nov 25, 2006,7:30p,,Box Score,,Philadelphia 76ers,W,,108,95,9,5,W 1,
Wed, Nov 29, 2006,7:00p,,Box Score,,New York Knicks,L,,98,101,9,6,L 1,
Fri, Dec 1, 2006,7:30p,,Box Score,@,Atlanta Hawks,W,,106,95,10,6,W 1,
Sat, Dec 2, 2006,8:30p,,Box Score,@,Houston Rockets,L,,63,81,10,7,L 1,
Wed, Dec 6, 2006,7:00p,,Box Score,,Toronto Raptors,W,,95,91,11,7,W 1,
Sat, Dec 9, 2006,7:30p,,Box Score,,Indiana Pacers,W,,107,75,12,7,W 2,
Mon, Dec 11, 2006,8:00p,,Box Score,@,New Orleans/Oklahoma City Hornets,L,,89,95,12,8,L 1,
,,,,,,,,,,,,,
Wed, Dec 13, 2006,7:00p,,Box Score,,Charlotte Bobcats,W,,104,101,13,8,W 1,
Fri, Dec 15, 2006,7:30p,,Box Score,,Seattle SuperSonics,W,,106,84,14,8,W 2,
Sat, Dec 16, 2006,7:00p,,Box Score,@,Orlando Magic,L,,74,81,14,9,L 1,
Wed, Dec 20, 2006,8:00p,,Box Score,@,New Jersey Nets,L,,111,113,14,10,L 2,
Thu, Dec 21, 2006,8:00p,,Box Score,,Detroit Pistons,L,,71,87,14,11,L 3,
Sat, Dec 23, 2006,7:30p,,Box Score,,Orlando Magic,W,,86,83,15,11,W 1,
Wed, Dec 27, 2006,7:00p,,Box Score,@,Atlanta Hawks,W,,89,76,16,11,W 2,
Fri, Dec 29, 2006,7:30p,,Box Score,,Milwaukee Bucks,W,,109,99,17,11,W 3,
Sat, Dec 30, 2006,8:30p,,Box Score,@,Chicago Bulls,L,,96,103,17,12,L 1,
Tue, Jan 2, 2007,7:00p,,Box Score,,San Antonio Spurs,W,,82,78,18,12,W 1,
Wed, Jan 3, 2007,7:30p,,Box Score,@,Boston Celtics,W,,107,104,19,12,W 2,
Fri, Jan 5, 2007,8:30p,,Box Score,@,Milwaukee Bucks,W,,95,86,20,12,W 3,
Sat, Jan 6, 2007,7:30p,,Box Score,,New Jersey Nets,W,,96,91,21,12,W 4,
Tue, Jan 9, 2007,10:00p,,Box Score,@,Sacramento Kings,W,,108,98,22,12,W 5,
Thu, Jan 11, 2007,10:30p,,Box Score,@,Phoenix Suns,L,,90,109,22,13,L 1,
Sat, Jan 13, 2007,10:30p,,Box Score,@,Los Angeles Clippers,W,,104,92,23,13,W 1,
Tue, Jan 16, 2007,10:00p,,Box Score,@,Seattle SuperSonics,L,,96,101,23,14,L 1,
Wed, Jan 17, 2007,10:00p,,Box Score,@,Portland Trail Blazers,L,,76,94,23,15,L 2,
Fri, Jan 19, 2007,10:30p,,Box Score,@,Denver Nuggets,L,,99,110,23,16,L 3,
Sat, Jan 20, 2007,10:30p,,Box Score,@,Golden State Warriors,W,OT,106,104,24,16,W 1,
,,,,,,,,,,,,,
Mon, Jan 22, 2007,7:00p,,Box Score,,Orlando Magic,L,,79,90,24,17,L 1,
Wed, Jan 24, 2007,7:00p,,Box Score,,Philadelphia 76ers,L,2OT,115,118,24,18,L 2,
Fri, Jan 26, 2007,7:00p,,Box Score,@,Philadelphia 76ers,W,,105,97,25,18,W 1,
Sun, Jan 28, 2007,1:00p,,Box Score,,Phoenix Suns,L,,100,115,25,19,L 1,
Tue, Jan 30, 2007,7:00p,,Box Score,,Golden State Warriors,W,,124,97,26,19,W 1,
Thu, Feb 1, 2007,8:00p,,Box Score,@,Miami Heat,L,,89,92,26,20,L 1,
Fri, Feb 2, 2007,7:30p,,Box Score,,Charlotte Bobcats,W,,101,81,27,20,W 1,
Sun, Feb 4, 2007,2:30p,,Box Score,,Detroit Pistons,L,,78,90,27,21,L 1,
Wed, Feb 7, 2007,7:00p,,Box Score,,Los Angeles Clippers,W,,94,77,28,21,W 1,
Fri, Feb 9, 2007,8:00p,,Box Score,,Miami Heat,W,,103,79,29,21,W 2,
Sun, Feb 11, 2007,3:30p,,Box Score,,Los Angeles Lakers,W,,99,90,30,21,W 3,
Wed, Feb 14, 2007,9:00p,,Box Score,@,Utah Jazz,L,,98,99,30,22,L 1,
Thu, Feb 15, 2007,10:30p,,Box Score,@,Los Angeles Lakers,W,,114,108,31,22,W 1,
Wed, Feb 21, 2007,7:00p,,Box Score,@,Toronto Raptors,W,,86,85,32,22,W 2,
Thu, Feb 22, 2007,7:00p,,Box Score,,Chicago Bulls,L,,78,84,32,23,L 1,
Sun, Feb 25, 2007,3:30p,,Box Score,@,Miami Heat,L,,81,86,32,24,L 2,
Tue, Feb 27, 2007,7:00p,,Box Score,,New Orleans/Oklahoma City Hornets,W,,97,89,33,24,W 1,
Thu, Mar 1, 2007,8:00p,,Box Score,@,Dallas Mavericks,L,,92,95,33,25,L 1,
Sat, Mar 3, 2007,7:30p,,Box Score,,Toronto Raptors,W,,120,97,34,25,W 1,
Mon, Mar 5, 2007,7:00p,,Box Score,,Houston Rockets,W,,91,85,35,25,W 2,
,,,,,,,,,,,,,
Wed, Mar 7, 2007,7:30p,,Box Score,@,Detroit Pistons,W,OT,101,97,36,25,W 3,
Sat, Mar 10, 2007,8:30p,,Box Score,@,Milwaukee Bucks,W,,94,92,37,25,W 4,
Sun, Mar 11, 2007,6:00p,,Box Score,,Indiana Pacers,W,,99,88,38,25,W 5,
Tue, Mar 13, 2007,7:00p,,Box Score,,Sacramento Kings,W,,124,100,39,25,W 6,
Wed, Mar 14, 2007,8:00p,,Box Score,@,Memphis Grizzlies,W,,118,96,40,25,W 7,
Sat, Mar 17, 2007,7:30p,,Box Score,,Utah Jazz,W,,82,73,41,25,W 8,
Tue, Mar 20, 2007,7:00p,,Box Score,@,Charlotte Bobcats,L,OT,100,108,41,26,L 1,
Wed, Mar 21, 2007,8:00p,,Box Score,,Dallas Mavericks,L,,90,98,41,27,L 2,
Fri, Mar 23, 2007,7:30p,,Box Score,,New York Knicks,W,,90,68,42,27,W 1,
Sun, Mar 25, 2007,8:00p,,Box Score,,Denver Nuggets,L,,93,105,42,28,L 1,
Tue, Mar 27, 2007,7:00p,,Box Score,@,Indiana Pacers,W,,105,94,43,28,W 1,
Wed, Mar 28, 2007,7:30p,,Box Score,@,New York Knicks,L,,93,97,43,29,L 1,
Sat, Mar 31, 2007,3:00p,,Box Score,@,Chicago Bulls,W,OT,112,108,44,29,W 1,
Sun, Apr 1, 2007,6:00p,,Box Score,@,Boston Celtics,L,,96,98,44,30,L 1,
Tue, Apr 3, 2007,8:00p,,Box Score,@,Minnesota Timberwolves,W,,101,88,45,30,W 1,
